,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
3116,NMB1641,NGO_1284,97.222,144,4,0,7,150,1,144,2.66e-101,283.0,150,0.96,<=>
3117,NMB1642,NGO_1285,98.802,501,6,0,1,501,1,501,0.0,990.0,501,1.0,<=>
3118,NMB1643,NGO_1286,94.912,963,30,1,1,963,1,944,0.0,1825.0,963,1.0,<=>
3126,NMB1644,NGO_1287,98.434,447,7,0,1,447,1,447,0.0,899.0,447,1.0,<=>
3129,NMB1645,NGO_1288,95.302,447,21,0,1,447,1,447,0.0,828.0,447,1.0,<=>
3130,NMB1646,NGO_1289,97.608,209,5,0,1,209,1,209,1.04e-145,400.0,209,1.0,<=>
3131,NMB1647,NGO_1290,98.089,471,9,0,1,471,1,471,0.0,924.0,473,0.9957716701902748,<=>
3134,NMB1648,NGO_1291,99.177,243,2,0,1,243,1,243,1.1399999999999998e-180,491.0,243,1.0,<=>
3135,NMB1649,NGO_1292,93.252,163,11,0,1,163,1,163,8.48e-108,300.0,163,1.0,<=>
3136,NMB1650,NGO_1294,97.419,155,4,0,1,155,1,155,3.9300000000000003e-109,303.0,155,1.0,<=>
3138,NMB1651,NGO_1295,98.017,353,7,0,1,353,1,353,0.0,718.0,353,1.0,<=>
3139,NMB1652,NGO_1297,97.788,452,10,0,1,452,1,452,0.0,886.0,452,1.0,<=>
3140,NMB1653,NGO_1298,96.703,91,3,0,1,91,1,91,6.34e-61,176.0,91,1.0,<=>
3141,NMB1654,NGO_1299,98.78,246,3,0,1,246,1,246,0.0,502.0,246,1.0,<=>
3142,NMB1655,NGO_1300,97.667,300,7,0,5,304,1,300,0.0,592.0,304,0.9868421052631579,<=>
3146,NMB1657,NGO_1178,97.0,100,3,0,107,206,1,100,5.36e-63,187.0,206,0.4854368932038835,->
3149,NMB1658,NGO_1307,94.684,395,21,0,1,395,1,395,0.0,773.0,395,1.0,<=>
3151,NMB1659,NGO_1308,98.053,719,14,0,1,719,1,719,0.0,1469.0,719,1.0,<=>
3153,NMB1660,NGO_1309,100.0,69,0,0,1,69,1,69,9.82e-47,139.0,69,1.0,<=>
3154,NMB1661,NGO_1310,96.117,206,8,0,1,206,1,206,3.05e-145,399.0,206,1.0,<=>
3155,NMB1662,NGO_1311,98.942,189,2,0,1,189,1,189,6.279999999999999e-137,376.0,189,1.0,<=>
3156,NMB1663,NGO_1312,97.719,263,6,0,1,263,1,263,0.0,522.0,263,1.0,<=>
3158,NMB1664,NGO_1314,98.673,452,6,0,1,452,1,452,0.0,935.0,452,1.0,<=>
3159,NMB1668,NGO_2109,27.206,816,479,25,44,792,43,810,9.420000000000001e-70,241.0,792,1.0303030303030303,->
3165,NMB1669,NGO_1318,91.905,210,17,0,1,210,1,210,1.86e-146,402.0,210,1.0,<=>
3166,NMB1670,NGO_1319,96.322,435,16,0,70,504,1,435,0.0,854.0,504,0.8630952380952381,<=>
3167,NMB1671,NGO_1320,97.834,554,12,0,1,554,1,554,0.0,1098.0,554,1.0,<=>
3168,NMB1672,NGO_1321,97.688,173,4,0,1,173,1,173,1.71e-127,351.0,173,1.0,<=>
3169,NMB1673,NGO_1322,93.478,184,12,0,1,184,1,184,9.530000000000001e-132,363.0,184,1.0,<=>
3170,NMB1674,NGO_1323,98.131,214,4,0,1,214,1,214,2.02e-156,427.0,214,1.0,<=>
3171,NMB1675,NGO_1324,96.117,103,4,0,1,103,1,103,3.17e-67,193.0,103,1.0,<=>
3172,NMB1677,NGO_1328,100.0,280,0,0,1,280,1,280,0.0,568.0,280,1.0,<=>
3174,NMB1678,NGO_1329,96.482,398,14,0,1,398,1,398,0.0,795.0,398,1.0,<=>
3176,NMB1679,NGO_1330,93.388,363,24,0,1,363,1,363,0.0,708.0,363,1.0,<=>
3177,NMB1680,NGO_1331,95.095,367,18,0,1,367,1,367,0.0,699.0,367,1.0,<=>
3178,NMB1681,NGO_1332,98.592,142,2,0,1,142,1,142,6.67e-102,284.0,142,1.0,<=>
3179,NMB1682,NGO_1333,97.583,662,16,0,1,662,1,662,0.0,1328.0,662,1.0,<=>
3182,NMB1683,NGO_1334,97.143,175,5,0,1,175,29,203,2.25e-125,347.0,175,1.0,<=>
3184,NMB1684,NGO_1335,97.685,432,10,0,1,432,1,432,0.0,875.0,432,1.0,<=>
3185,NMB1685,NGO_1336,98.198,333,6,0,1,333,1,333,0.0,672.0,333,1.0,<=>
3187,NMB1686,NGO_1337,98.329,359,6,0,1,359,1,359,0.0,721.0,359,1.0,<=>
3189,NMB1687,NGO_1338,83.465,254,42,0,1,254,1,254,2.0600000000000002e-156,431.0,257,0.9883268482490273,<=>
3191,NMB1688,NGO_1339,82.175,331,59,0,4,334,1,331,0.0,559.0,334,0.9910179640718563,<=>
3192,NMB1689,NGO_1340,88.889,207,23,0,1,207,1,207,7.4e-135,374.0,228,0.9078947368421053,<=>
3194,NMB1690,NGO_1341,97.753,445,10,0,1,445,1,445,0.0,889.0,445,1.0,<=>
3196,NMB1691,NGO_1342,90.175,285,25,2,1,284,1,283,0.0,497.0,286,0.9965034965034965,<=>
3197,NMB1692,NGO_1343,97.315,298,8,0,1,298,1,298,0.0,584.0,298,1.0,<=>
3198,NMB1693,NGO_1344,90.355,705,64,1,1,705,1,701,0.0,1268.0,705,1.0,<=>
3199,NMB1694,NGO_1345,96.957,493,15,0,3,495,1,493,0.0,989.0,495,0.9959595959595959,<=>
3200,NMB1697,NGO_1762,33.333,63,37,2,1,63,1,58,5.92e-06,37.0,87,0.7241379310344828,->
3201,NMB1698,NGO_2069,26.573,143,95,3,58,190,39,181,0.000823,35.4,253,0.5652173913043478,->
3202,NMB1699,NGO_1349,100.0,118,0,0,1,118,110,227,3.7299999999999996e-82,237.0,122,0.9672131147540983,<=>
3203,NMB1701,NGO_1350,76.515,132,21,2,15,139,1,129,4.56e-64,191.0,167,0.7904191616766467,<=>
3204,NMB1702,NGO_07125,96.847,222,7,0,22,243,1,222,6.77e-158,433.0,243,0.9135802469135802,<=>
3210,NMB1703,NGO_1352,59.884,344,80,6,1,298,1,332,3.62e-123,360.0,417,0.8249400479616307,<=>
3212,NMB1704,NGO_1353,96.838,253,8,0,1,253,1,253,0.0,515.0,253,1.0,<=>
3213,NMB1705,NGO_1354,96.901,355,11,0,1,355,1,355,0.0,714.0,355,1.0,<=>
3217,NMB1707,NGO_1355,97.534,446,11,0,1,446,1,446,0.0,865.0,446,1.0,<=>
3220,NMB1709,NGO_1357,98.491,265,4,0,1,265,1,265,0.0,548.0,265,1.0,<=>
3221,NMB1710,NGO_1358,98.427,445,7,0,1,445,1,445,0.0,904.0,445,1.0,<=>
3222,NMB1711,NGO_1360,96.923,260,8,0,1,260,1,260,0.0,520.0,260,1.0,<=>
3223,NMB1712,NGO_1361,94.0,100,2,1,1,100,1,96,2.23e-65,188.0,100,1.0,<=>
3224,NMB1714,NGO_1363,96.368,468,17,0,1,468,1,468,0.0,909.0,468,1.0,<=>
3225,NMB1715,NGO_1364,97.659,1068,25,0,1,1068,1,1068,0.0,2121.0,1068,1.0,<=>
3226,NMB1716,NGO_1365,95.884,413,17,0,1,413,1,413,0.0,770.0,413,1.0,<=>
3228,NMB1717,NGO_1366,97.156,211,6,0,1,211,1,211,5.64e-153,419.0,211,1.0,<=>
3230,NMB1718,NGO_1367,90.141,71,7,0,16,86,1,71,2.87e-43,131.0,86,0.8255813953488372,<=>
3231,NMB1719,NGO_1368,97.132,523,15,0,1,523,1,523,0.0,1014.0,523,1.0,<=>
3232,NMB1720,NGO_1369,93.271,1070,71,1,1,1070,1,1069,0.0,2018.0,1070,1.0,<=>
3233,NMB1721,NGO_1370,93.617,470,30,0,1,470,1,470,0.0,886.0,470,1.0,<=>
3234,NMB1723,NGO_0101,22.105,190,120,7,134,304,26,206,0.000315,37.4,366,0.5191256830601093,->
3235,NMB1724,NGO_1373,100.0,204,0,0,1,204,1,204,5.5e-154,421.0,204,1.0,<=>
3236,NMB1725,NGO_1374,99.585,482,2,0,1,482,1,482,0.0,974.0,482,1.0,<=>
3237,NMB1726,NGO_1375,94.854,583,30,0,1,583,1,583,0.0,1152.0,583,1.0,<=>
3238,NMB1727,NGO_1376,99.301,143,1,0,1,143,14,156,1.23e-106,296.0,143,1.0,<=>
3239,NMB1728,NGO_1377,98.621,145,2,0,1,145,1,145,5.1299999999999996e-104,290.0,145,1.0,<=>
3240,NMB1729,NGO_1378,99.548,221,1,0,1,221,1,221,2.52e-164,448.0,221,1.0,<=>
3241,NMB1730,NGO_1379,78.966,290,46,2,1,281,1,284,7.39e-96,280.0,281,1.0320284697508897,<=>
3242,NMB1731,NGO_1380,98.122,213,4,0,1,213,1,213,9.89e-151,413.0,213,1.0,<=>
3243,NMB1734,NGO_1381,92.991,214,15,0,1,214,7,220,1.26e-148,408.0,214,1.0,<=>
3244,NMB1735,NGO_1382,98.374,738,12,0,1,738,1,738,0.0,1498.0,738,1.0,<=>
3246,NMB1738,NGO_0123,20.379,422,265,13,66,464,44,417,1.57e-11,61.6,476,0.8865546218487395,<=>
3247,NMB1742,NGO_1270,97.938,97,2,0,1,97,1,97,2.8500000000000003e-66,190.0,97,1.0,<=>
3250,NMB1743,NGO_1269,96.97,66,2,0,1,66,1,66,2.9500000000000003e-43,130.0,66,1.0,<=>
3253,NMB1744,NGO_1268,94.737,95,5,0,1,95,1,95,6.5e-53,156.0,95,1.0,<=>
3256,NMB1745,NGO_1267,92.473,93,7,0,1,93,1,93,2.5e-61,177.0,93,1.0,<=>
3261,NMB1747,NGO_1140,82.192,511,78,4,1,502,2,508,0.0,859.0,502,1.0179282868525896,->
3264,NMB1748,NGO_1264,94.845,97,5,0,1,97,1,97,6.6499999999999995e-52,154.0,97,1.0,<=>
3267,NMB1749,NGO_1643,92.778,360,26,0,1,360,1,360,0.0,706.0,362,0.994475138121547,<=>
3272,NMB1750,NGO_0773,39.241,316,188,4,3,316,5,318,5.48e-71,219.0,317,0.9968454258675079,->
3281,NMB1759,NGO_1499,25.21,238,158,10,127,361,53,273,8.63e-08,49.7,455,0.5230769230769231,->
3282,NMB1762,NGO_03725,95.556,315,14,0,282,596,1,315,0.0,635.0,596,0.5285234899328859,<=>
3284,NMB1767,NGO_0736,89.796,98,10,0,1,98,1,98,5.21e-56,166.0,139,0.7050359712230215,<=>
3287,NMB1780,NGO_03725,54.403,318,142,1,264,581,1,315,1.13e-119,353.0,581,0.5473321858864028,->
3289,NMB1784,NGO_0122,92.373,118,9,0,1,118,1,118,1.23e-78,223.0,118,1.0,<=>
3290,NMB1785,NGO_00655,98.684,76,1,0,5,80,1,76,9.070000000000001e-51,150.0,80,0.95,<=>
3291,NMB1786,NGO_0121,98.182,385,7,0,1,385,1,385,0.0,782.0,385,1.0,<=>
3292,NMB1787,NGO_0118,97.701,348,8,0,1,348,1,348,0.0,699.0,348,1.0,<=>
3293,NMB1788,NGO_0117,97.794,680,15,0,2,681,1,680,0.0,1346.0,681,0.9985315712187959,<=>
3297,NMB1789,NGO_0116,96.622,148,5,0,1,148,1,148,3.5599999999999996e-104,290.0,148,1.0,<=>
3298,NMB1790,NGO_0114,98.837,86,1,0,1,86,1,86,2.9799999999999998e-61,177.0,86,1.0,<=>
3301,NMB1791,NGO_0113,99.197,498,4,0,13,510,1,498,0.0,1006.0,510,0.9764705882352941,<=>
3303,NMB1792,NGO_0112,93.651,315,20,0,1,315,103,417,0.0,565.0,315,1.0,<=>
3306,NMB1794,NGO_0110,97.717,438,10,0,1,438,1,438,0.0,822.0,438,1.0,<=>
3307,NMB1795,NGO_00595,84.0,25,4,0,24,48,15,39,6.47e-11,47.8,53,0.4716981132075472,<=>
3308,NMB1796,NGO_0108,99.383,162,1,0,30,191,1,162,2.88e-121,336.0,191,0.8481675392670157,<=>
3309,NMB1797,NGO_0107,96.596,470,16,0,1,470,1,470,0.0,927.0,470,1.0,<=>
3310,NMB1799,NGO_0106,97.179,390,11,0,1,390,1,390,0.0,778.0,390,1.0,<=>
3311,NMB1800,NGO_00570,86.765,68,9,0,1,68,1,68,8.98e-41,124.0,68,1.0,<=>
3312,NMB1801,NGO_0105,94.014,284,16,1,16,299,1,283,0.0,517.0,299,0.9498327759197325,<=>
3314,NMB1802,NGO_0104,95.775,355,15,0,1,355,1,355,0.0,691.0,355,1.0,<=>
3315,NMB1803,NGO_0103,98.99,396,4,0,1,396,1,396,0.0,779.0,396,1.0,<=>
3317,NMB1804,NGO_0102,97.389,651,17,0,22,672,1,651,0.0,1310.0,672,0.96875,<=>
3318,NMB1805,NGO_0101,99.519,208,1,0,1,208,1,208,2.16e-156,427.0,208,1.0,<=>
3320,NMB1806,NGO_0100,98.095,210,4,0,3,212,1,210,2.42e-156,427.0,212,0.9905660377358491,<=>
3324,NMB1807,NGO_0099,97.372,799,21,0,1,799,1,799,0.0,1596.0,799,1.0,<=>
3327,NMB1808,NGO_0098,96.505,372,13,0,1,372,1,372,0.0,734.0,372,1.0,<=>
3328,NMB1809,NGO_0097,98.0,200,4,0,1,200,1,200,5.29e-145,397.0,200,1.0,<=>
3329,NMB1810,NGO_0096,98.611,216,3,0,1,216,1,216,3.9900000000000003e-156,427.0,216,1.0,<=>
3330,NMB1811,NGO_0095,98.352,182,3,0,1,182,1,182,1.0599999999999999e-134,370.0,182,1.0,<=>
3331,NMB1812,NGO_0094,91.169,770,22,2,1,770,1,724,0.0,1327.0,770,1.0,<=>
3332,NMB1813,NGO_0093,98.83,171,2,0,1,171,1,171,2.9399999999999997e-126,348.0,171,1.0,<=>
3333,NMB1814,NGO_0092,96.389,360,13,0,1,360,1,360,0.0,689.0,360,1.0,<=>
3334,NMB1815,NGO_0091,97.153,281,8,0,1,281,1,281,0.0,570.0,281,1.0,<=>
3335,NMB1816,NGO_0090,88.0,150,18,0,1,150,1,150,6.74e-98,275.0,155,0.967741935483871,<=>
3336,NMB1817,NGO_0089,94.865,370,19,0,1,370,1,370,0.0,719.0,370,1.0,<=>
3338,NMB1818,NGO_0088,96.414,474,17,0,1,474,1,474,0.0,894.0,474,1.0,<=>
3339,NMB1819,NGO_0087,73.684,19,5,0,1,19,1,19,0.000331,32.0,52,0.36538461538461536,->
3340,NMB1820,NGO_0085,86.957,414,54,0,1,414,1,414,0.0,738.0,414,1.0,<=>
3344,NMB1821,NGO_0084,92.602,392,29,0,1,392,11,402,0.0,758.0,392,1.0,<=>
3345,NMB1822,NGO_0083,92.622,637,47,0,1,637,1,637,0.0,1191.0,637,1.0,<=>
3348,NMB1823,NGO_0082,96.752,431,14,0,1,431,1,431,0.0,853.0,431,1.0,<=>
3349,NMB1824,NGO_0081,94.982,279,14,0,1,279,1,279,0.0,545.0,279,1.0,<=>
3350,NMB1825,NGO_0080,92.647,68,5,0,1,68,1,68,1.4400000000000002e-43,130.0,68,1.0,<=>
3351,NMB1826,NGO_0079,94.872,78,4,0,47,124,1,78,1.02e-47,144.0,124,0.6290322580645161,<=>
3352,NMB1827,NGO_0078,97.293,1145,31,0,1,1145,1,1145,0.0,2312.0,1145,1.0,<=>
3354,NMB1828,NGO_0076,95.918,98,4,0,1,98,1,98,2.26e-64,194.0,311,0.31511254019292606,<=>
3356,NMB1829,NGO_0021,29.357,746,463,17,5,708,1,724,1.7400000000000002e-77,259.0,709,1.0521861777150916,->
3358,NMB1830,NGO_0073,95.0,220,11,0,1,220,1,220,2.23e-144,397.0,220,1.0,<=>
3361,NMB1831,NGO_0072,97.523,323,8,0,1,323,1,323,0.0,644.0,323,1.0,<=>
3362,NMB1832,NGO_0071,95.706,163,7,0,11,173,1,163,8.18e-114,316.0,176,0.9261363636363636,<=>
3363,NMB1833,NGO_0069,96.882,930,29,0,1,930,1,930,0.0,1867.0,930,1.0,<=>
3367,NMB1834,NGO_0068,94.788,307,16,0,1,307,1,307,0.0,593.0,307,1.0,<=>
3368,NMB1835,NGO_0066,96.991,432,13,0,1,432,1,432,0.0,858.0,432,1.0,<=>
3369,NMB1836,NGO_0065,95.056,627,26,2,1,624,1,625,0.0,1189.0,624,1.0048076923076923,<=>
3371,NMB1837,NGO_0064,83.871,62,10,0,3,64,10,71,2.9900000000000002e-33,106.0,85,0.7294117647058823,<=>
3373,NMB1838,NGO_0063,98.352,364,6,0,1,364,1,364,0.0,726.0,364,1.0,<=>
3376,NMB1839,NGO_0062,97.496,559,14,0,1,559,1,559,0.0,1103.0,559,1.0,<=>
3378,NMB1841,NGO_0060,96.121,232,9,0,1,232,1,232,5.029999999999999e-165,451.0,232,1.0,<=>
3381,NMB1842,NGO_0059,98.204,167,3,0,1,167,1,167,3.1e-123,340.0,167,1.0,<=>
3382,NMB1843,NGO_0058,98.639,147,2,0,1,147,1,147,1.3099999999999999e-104,291.0,147,1.0,<=>
3383,NMB1844,NGO_00300,97.561,41,1,0,1,41,1,41,1.3299999999999999e-24,81.3,41,1.0,<=>
3384,NMB1845,NGO_0057,93.529,170,11,0,1,170,1,170,3.6e-108,302.0,170,1.0,<=>
3388,NMB1846,NGO_0056,95.0,360,18,0,1,360,1,360,0.0,657.0,360,1.0,<=>
3391,NMB1849,NGO_0053,97.09,378,11,0,1,378,1,378,0.0,764.0,378,1.0,<=>
3394,NMB1851,NGO_07895,36.735,49,31,0,2,50,8,56,8.61e-06,36.2,87,0.5632183908045977,<=>
3395,NMB1852,NGO_0050,93.077,130,9,0,1,130,1,130,2.89e-89,251.0,130,1.0,<=>
3396,NMB1855,NGO_0048,98.694,1072,14,0,1,1072,1,1072,0.0,2185.0,1072,1.0,<=>
3400,NMB1856,NGO_1474,94.276,297,17,0,1,297,1,297,0.0,582.0,300,0.99,<=>
3404,NMB1857,NGO_1473,95.337,193,9,0,1,193,1,193,2.59e-140,385.0,193,1.0,<=>
3406,NMB1859,NGO_0047,96.501,343,12,0,1,343,1,343,0.0,679.0,347,0.9884726224783862,<=>
3407,NMB1860,NGO_0045,98.052,154,1,1,1,152,1,154,8.920000000000001e-103,287.0,152,1.013157894736842,<=>
3409,NMB1861,NGO_0044,95.595,454,20,0,1,454,1,454,0.0,879.0,454,1.0,<=>
3412,NMB1862,NGO_0043,94.932,296,15,0,1,296,1,296,0.0,563.0,296,1.0,<=>
3414,NMB1863,NGO_0042,96.045,177,7,0,12,188,1,177,2.48e-131,362.0,188,0.9414893617021277,<=>
3415,NMB1864,NGO_0040,94.366,426,23,1,1,426,1,425,0.0,812.0,428,0.9953271028037384,<=>
3418,NMB1866,NGO_0037,98.871,443,5,0,1,443,1,443,0.0,905.0,443,1.0,<=>
3419,NMB1867,NGO_0036,98.589,638,9,0,1,638,1,638,0.0,1287.0,638,1.0,<=>
3421,NMB1868,NGO_0035,89.869,306,27,1,1,302,1,306,0.0,556.0,302,1.0132450331125828,<=>
3423,NMB1869,NGO_0034,98.592,355,5,0,1,355,1,355,0.0,722.0,355,1.0,<=>
3424,NMB1870,NGO_0033,61.566,281,101,3,47,321,1,280,1.07e-113,327.0,321,0.8753894080996885,<=>
3426,NMB1871,NGO_0032,89.732,224,23,0,1,224,1,224,3.09e-145,400.0,226,0.9911504424778761,<=>
3427,NMB1872,NGO_0031,86.395,147,20,0,1,147,1,147,6.15e-93,261.0,147,1.0,<=>
3428,NMB1873,NGO_0030,94.715,246,13,0,1,246,1,246,1.57e-161,443.0,246,1.0,<=>
3429,NMB1874,NGO_0029,98.131,214,4,0,1,214,1,214,1.28e-153,421.0,214,1.0,<=>
3430,NMB1875,NGO_0028,87.671,146,14,2,1,145,1,143,1.57e-82,235.0,145,1.006896551724138,<=>
3431,NMB1876,NGO_0027,95.423,437,20,0,1,437,1,437,0.0,841.0,437,1.0,<=>
3433,NMB1877,NGO_0026,94.643,672,36,0,1,672,1,672,0.0,1321.0,672,1.0,<=>
3434,NMB1878,NGO_0025,96.429,196,7,0,1,196,124,319,1.0199999999999999e-136,381.0,196,1.0,->
3435,NMB1879,NGO_0025,99.029,103,1,0,1,103,1,103,6.2399999999999994e-74,218.0,104,0.9903846153846154,<=>
3436,NMB1880,NGO_0023,93.789,322,16,1,1,318,1,322,0.0,605.0,322,1.0,<=>
3438,NMB1881,NGO_0022,93.519,108,7,0,1,108,1,108,9.33e-75,213.0,108,1.0,<=>
3439,NMB1882,NGO_0021,95.868,726,30,0,1,726,1,726,0.0,1415.0,726,1.0,<=>
3442,NMB1884,NGO_0020,90.741,108,10,0,1,108,1,108,1.37e-71,204.0,108,1.0,<=>
3444,NMB1885,NGO_0019,92.694,219,16,0,1,219,1,219,5.19e-147,404.0,219,1.0,<=>
3445,NMB1886,NGO_0018,96.429,168,6,0,1,168,9,176,5.4799999999999996e-120,332.0,168,1.0,<=>
3446,NMB1887,NGO_0017,98.837,258,3,0,1,258,1,258,0.0,525.0,258,1.0,<=>
3447,NMB1888,NGO_0016,97.436,117,3,0,1,117,1,117,4.6999999999999996e-83,234.0,117,1.0,<=>
3448,NMB1891,NGO_0011,90.385,104,10,0,1,104,1,104,2.16e-65,189.0,104,1.0,<=>
3449,NMB1892,NGO_0010,74.242,66,17,0,1,66,1,66,2.7199999999999997e-30,97.8,71,0.9295774647887324,<=>
3450,NMB1894,NGO_0006,73.81,42,11,0,3,44,836,877,1.44e-12,55.1,44,0.9545454545454546,->
3451,NMB1895,NGO_0007,95.652,46,1,1,1,46,264,308,1.41e-23,85.1,48,0.9583333333333334,->
3452,NMB1896,NGO_0007,95.331,257,12,0,1,257,1,257,0.0,513.0,268,0.9589552238805971,<=>
3453,NMB1897,NGO_0006,97.491,877,22,0,1,877,1,877,0.0,1780.0,877,1.0,<=>
3459,NMB1898,NGO_1780,32.787,61,28,3,54,102,26,85,0.000109,36.2,172,0.3546511627906977,->
3460,NMB1899,NGO_0004,91.216,148,13,0,1,148,1,148,5.68e-100,280.0,148,1.0,<=>
3461,NMB1900,NGO_0003,95.627,686,30,0,32,717,1,686,0.0,1343.0,717,0.9567642956764296,<=>
3462,NMB1902,NGO_0002,98.37,368,6,0,1,368,1,368,0.0,734.0,368,1.0,<=>
3463,NMB1903,NGO_0001,98.266,519,9,0,1,519,1,519,0.0,1050.0,519,1.0,<=>
3465,NMB1904,NGO_2182,100.0,45,0,0,1,45,1,45,8.59e-26,84.3,45,1.0,<=>
3466,NMB1905,NGO_2181,96.721,122,4,0,1,122,1,122,7.42e-84,236.0,122,1.0,<=>
3467,NMB1906,NGO_2180,98.649,74,1,0,1,74,1,74,3.17e-50,148.0,74,1.0,<=>
3468,NMB1907,NGO_2178,96.337,546,20,0,1,546,1,546,0.0,1050.0,546,1.0,<=>
3469,NMB1908,NGO_2177,92.437,238,18,0,5,242,1,238,2.17e-168,460.0,242,0.9834710743801653,<=>
3471,NMB1909,NGO_2175,96.447,197,7,0,1,197,1,197,8.82e-142,389.0,197,1.0,<=>
3473,NMB1910,NGO_2174,89.286,168,17,1,1,168,1,167,1.8e-104,292.0,168,1.0,<=>
3474,NMB1911,NGO_2173,98.333,60,1,0,1,60,1,60,1.06e-39,120.0,60,1.0,<=>
3475,NMB1912,NGO_2172,96.023,176,7,0,1,176,1,176,1.69e-125,346.0,176,1.0,<=>
3476,NMB1913,NGO_2171,97.879,330,7,0,1,330,1,330,0.0,637.0,352,0.9375,<=>
3477,NMB1914,NGO_2170,96.429,84,3,0,1,84,1,84,2.23e-55,162.0,84,1.0,<=>
3479,NMB1915,NGO_11685,94.253,87,5,0,1,87,4,90,9.88e-58,170.0,130,0.6692307692307692,<=>
3481,NMB1916,NGO_2168,96.573,321,11,0,1,321,1,321,0.0,631.0,321,1.0,<=>
3482,NMB1917,NGO_2167,89.72,107,11,0,1,107,1,107,4.46e-65,190.0,136,0.7867647058823529,<=>
3490,NMB1918,NGO_2166,94.822,309,16,0,1,309,1,309,0.0,592.0,309,1.0,<=>
3491,NMB1919,NGO_2165,97.913,623,12,1,1,622,1,623,0.0,1247.0,622,1.0016077170418007,<=>
3522,NMB1920,NGO_2164,98.467,522,8,0,1,522,1,522,0.0,1063.0,522,1.0,<=>
3525,NMB1921,NGO_2163,96.386,249,9,0,1,249,1,249,1.34e-170,466.0,249,1.0,<=>
3530,NMB1923,NGO_2162,81.982,111,20,0,18,128,52,162,4.61e-65,191.0,128,0.8671875,<=>
3534,NMB1924,NGO_2161,99.569,232,1,0,1,232,34,265,8.37e-174,474.0,232,1.0,<=>
3536,NMB1925,NGO_2160,96.281,242,9,0,1,242,1,242,1.84e-174,476.0,242,1.0,<=>
3537,NMB1926,NGO_2159,92.171,281,22,0,1,281,1,281,0.0,525.0,281,1.0,<=>
3539,NMB1927,NGO_11610,92.593,27,2,0,5,31,195,221,5.12e-12,52.8,32,0.84375,->
3540,NMB1928,NGO_2156,90.357,280,23,1,1,276,1,280,1.21e-176,484.0,276,1.0144927536231885,<=>
3543,NMB1929,NGO_11610,93.213,221,15,0,129,349,1,221,5.7200000000000006e-157,436.0,350,0.6314285714285715,<=>
3545,NMB1930,NGO_2154,96.366,688,25,0,1,688,1,688,0.0,1338.0,688,1.0,<=>
3546,NMB1932,NGO_2153,97.98,297,6,0,1,297,1,297,0.0,610.0,302,0.9834437086092715,<=>
3547,NMB1933,NGO_2151,97.872,141,3,0,1,141,1,141,3.03e-97,272.0,141,1.0,<=>
3548,NMB1934,NGO_2150,99.142,466,4,0,1,466,1,466,0.0,938.0,466,1.0,<=>
3550,NMB1935,NGO_2149,99.315,292,2,0,1,292,1,292,0.0,598.0,292,1.0,<=>
3551,NMB1936,NGO_2148,99.031,516,5,0,1,516,1,516,0.0,1041.0,516,1.0,<=>
3553,NMB1937,NGO_2147,99.438,178,1,0,1,178,1,178,3.51e-128,353.0,178,1.0,<=>
3554,NMB1938,NGO_2146,98.726,157,2,0,1,157,1,157,2.96e-107,298.0,157,1.0,<=>
3555,NMB1939,NGO_2145,100.0,79,0,0,1,79,1,79,6.58e-49,145.0,79,1.0,<=>
3556,NMB1940,NGO_2144,98.27,289,5,0,1,289,1,289,0.0,568.0,289,1.0,<=>
3557,NMB1941,NGO_2143,98.305,118,2,0,1,118,1,118,1.42e-77,220.0,118,1.0,<=>
3558,NMB1942,NGO_11550,95.122,82,4,0,17,98,1,82,5.349999999999999e-54,159.0,98,0.8367346938775511,<=>
3559,NMB1944,NGO_2141,96.516,287,10,0,1,287,1,287,0.0,559.0,287,1.0,<=>
3560,NMB1945,NGO_2140,96.842,190,6,0,2,191,1,190,7.95e-138,379.0,191,0.9947643979057592,<=>
3562,NMB1946,NGO_2139,97.578,289,6,1,1,288,1,289,0.0,568.0,288,1.0034722222222223,<=>
3563,NMB1947,NGO_2138,97.817,229,5,0,1,229,1,229,4.39e-159,436.0,229,1.0,<=>
3564,NMB1948,NGO_2137,97.967,246,5,0,1,246,22,267,1.8199999999999998e-180,492.0,246,1.0,<=>
3595,NMB1949,NGO_2135,95.462,617,28,0,1,617,1,617,0.0,1153.0,617,1.0,<=>
3598,NMB1950,NGO_2134,100.0,71,0,0,1,71,1,71,1.48e-45,136.0,71,1.0,<=>
3599,NMB1951,NGO_2133,95.302,149,7,0,33,181,1,149,7.94e-99,278.0,181,0.8232044198895028,<=>
3600,NMB1952,NGO_2131,97.71,131,3,0,1,131,1,131,2.3e-96,269.0,131,1.0,<=>
3601,NMB1953,NGO_2130,98.515,202,3,0,1,202,1,202,1.77e-151,414.0,202,1.0,<=>
3602,NMB1954,NGO_2128,98.192,553,10,0,1,553,1,553,0.0,1085.0,554,0.9981949458483754,<=>
3603,NMB1955,NGO_2127,93.137,204,14,0,5,208,1,204,6.52e-125,347.0,209,0.9760765550239234,<=>
3605,NMB1956,NGO_2126,97.222,72,2,0,1,72,1,72,2.58e-49,145.0,72,1.0,<=>
3607,NMB1957,NGO_2125,91.346,104,9,0,2,105,1,104,6.37e-66,193.0,128,0.8125,<=>
