Locus Tag ID,Annotation,Amino Acid Length/Accession Number,Protein Description,Protein.ID,Location,Percent.Identity,,,,,,,,,,,
NGO0452,Old_annotation_FA1090,"221aa, >lcl|NC 002946.2 cdsid YP 207603.1",hypothetical protein,YP_207603.1,447238..447903,100%,,,,,,,,,,,
NGO_0453,New_annotation_FA1090,"203aa, >lcl|AE004969.1 prot AAW89192.1 444",pilus assembly protein PilV,AAW89192.1,447935..448546,100%,,,,,,,,,,,
NGO0453,Old_annotation_FA1090,"203aa, >lcl|NC 002946.2 cdsid YP 207604.1",hypothetical protein,YP_207604.1,447935..448546,100%,,,,,,,,,,,
NGO_0454,New_annotation_FA1090,"326aa, >lcl|AE004969.1 prot AAW89193.1 445",pilus assembly protein PilW,AAW89193.1,448543..449523,100%,,,,,,,,,,,
NGO0454,Old_annotation_FA1090,"326aa, >lcl|NC 002946.2 cdsid YP 207605.1",hypothetical protein,YP_207605.1,448543..449523,100%,,,,,,,,,,,
NGO_0455,New_annotation_FA1090,"203aa, >lcl|AE004969.1 prot AAW89194.1 446",pilus assembly protein PilX,AAW89194.1,449502..450113,100%,,,,,,,,,,,
NGO0455,Old_annotation_FA1090,"203aa, >lcl|NC 002946.2 cdsid YP 207606.1",hypothetical protein,YP_207606.1,449502..450113,100%,,,,,,,,,,,
NGO_0456,New_annotation_FA1090,"162aa, >lcl|AE004969.1 prot AAW89195.1 447",type IV pilin,AAW89195.1,450100..450588,100%,,,,,,,,,,,
NGO0456,Old_annotation_FA1090,"162aa, >lcl|NC 002946.2 cdsid YP 207607.1",type IV pilin-like protein,YP_207607.1,450100..450588,100%,,,,,,,,,,,
NGO_0457,New_annotation_FA1090,"102aa, >lcl|AE004969.1 prot AAW89196.1 448",membrane protein,AAW89196.1,complement(450658..450966),100%,,,,,,,,,,,
NGO0457,Old_annotation_FA1090,"102aa, >lcl|NC 002946.2 cdsid YP 207608.1",hypothetical protein,YP_207608.1,complement(450658..450966),100%,,,,,,,,,,,
NGO_0459,New_annotation_FA1090,"150aa, >lcl|AE004969.1 prot AAW89197.1 449",deoxyuridine 5'-triphosphate nucleotidohydrolase,AAW89197.1,451840..452292,100%,,,,,,,,,,,
NGO0459,Old_annotation_FA1090,"150aa, >lcl|NC 002946.2 cdsid YP 207609.1",deoxyuridine 5'-triphosphate nucleotidohydrolase,YP_207609.1,451840..452292,100%,,,,,,,,,,,
NGO_0460,New_annotation_FA1090,"395aa, >lcl|AE004969.1 prot AAW89198.1 450",succinyldiaminopimelate aminotransferase,AAW89198.1,452364..453551,100%,,,,,,,,,,,
NGO0460,Old_annotation_FA1090,"395aa, >lcl|NC 002946.2 cdsid YP 207610.1",succinyldiaminopimelate transaminase,YP_207610.1,452364..453551,100%,,,,,,,,,,,
NGO_0461,New_annotation_FA1090,"259aa, >lcl|AE004969.1 prot AAW89199.1 451",hypothetical protein,AAW89199.1,453863..454642,100%,,,,,,,,,,,
NGO0461,Old_annotation_FA1090,"259aa, >lcl|NC 002946.2 cdsid YP 207611.1",hypothetical protein,YP_207611.1,453863..454642,100%,,,,,,,,,,,
NGO_0462,New_annotation_FA1090,"398aa, >lcl|AE004969.1 prot AAW89200.1 452",integrase,AAW89200.1,455173..456369,100%,,,,,,,,,,,
NGO0462,Old_annotation_FA1090,"398aa, >lcl|NC 002946.2 cdsid YP 207612.1","phage integrase, phage associated protein",YP_207612.1,455173..456369,100%,,,,,,,,,,,
NGO_0463,New_annotation_FA1090,"89aa, >lcl|AE004969.1 prot AAW89201.1 453",hypothetical protein,AAW89201.1,complement(456725..456994),100%,,,,,,,,,,,
NGO0463,Old_annotation_FA1090,"89aa, >lcl|NC 002946.2 cdsid YP 207613.1",phage associated protein,YP_207613.1,complement(456725..456994),100%,,,,,,,,,,,
NGO_0464,New_annotation_FA1090,"227aa, >lcl|AE004969.1 prot AAW89202.1 454",hypothetical protein,AAW89202.1,complement(457189..457872),100%,,,,,,,,,,,
NGO0464,Old_annotation_FA1090,"227aa, >lcl|NC 002946.2 cdsid YP 207614.1",phage associated protein,YP_207614.1,complement(457189..457872),100%,,,,,,,,,,,
NGO_0465,New_annotation_FA1090,"178aa, >lcl|AE004969.1 prot AAW89203.1 455",hypothetical protein,AAW89203.1,complement(457883..458419),100%,,,,,,,,,,,
NGO0465,Old_annotation_FA1090,"178aa, >lcl|NC 002946.2 cdsid YP 207615.1",phage associated protein,YP_207615.1,complement(457883..458419),100%,,,,,,,,,,,
NGO_0466,New_annotation_FA1090,"71aa, >lcl|AE004969.1 prot AAW89204.1 456",hypothetical protein,AAW89204.1,complement(458530..458745),100%,,,,,,,,,,,
NGO0466,Old_annotation_FA1090,"71aa, >lcl|NC 002946.2 cdsid YP 207616.1",phage associated protein,YP_207616.1,complement(458530..458745),100%,,,,,,,,,,,
NGO_0467,New_annotation_FA1090,"163aa, >lcl|AE004969.1 prot AAW89205.1 457",hypothetical protein,AAW89205.1,complement(458797..459288),100%,,,,,,,,,,,
NGO0467,Old_annotation_FA1090,"163aa, >lcl|NC 002946.2 cdsid YP 207617.1",phage associated protein,YP_207617.1,complement(458797..459288),100%,,,,,,,,,,,
NGO_0468,New_annotation_FA1090,"60aa, >lcl|AE004969.1 prot AAW89206.1 458",hypothetical protein,AAW89206.1,complement(459285..459467),100%,,,,,,,,,,,
NGO0468,Old_annotation_FA1090,"60aa, >lcl|NC 002946.2 cdsid YP 207618.1",phage associated protein,YP_207618.1,complement(459285..459467),100%,,,,,,,,,,,
NGO_0469,New_annotation_FA1090,"228aa, >lcl|AE004969.1 prot AAW89207.1 459",hypothetical protein,AAW89207.1,complement(459607..460293),100%,,,,,,,,,,,
NGO0469,Old_annotation_FA1090,"228aa, >lcl|NC 002946.2 cdsid YP 207619.1",phage associated protein,YP_207619.1,complement(459607..460293),100%,,,,,,,,,,,
NGO_0470,New_annotation_FA1090,"53aa, >lcl|AE004969.1 prot AAW89208.1 460",hypothetical protein,AAW89208.1,complement(460362..460523),100%,,,,,,,,,,,
NGO0470,Old_annotation_FA1090,"53aa, >lcl|NC 002946.2 cdsid YP 207620.1",phage associated protein,YP_207620.1,complement(460362..460523),100%,,,,,,,,,,,
NGO_0472,New_annotation_FA1090,"110aa, >lcl|AE004969.1 prot AAW89210.2 461",phage associated protein,AAW89210.2,complement(460949..461281),100%,,,,,,,,,,,
NGO0472,Old_annotation_FA1090,"95aa, >lcl|NC 002946.2 cdsid YP 207622.1",phage associated protein,YP_207622.1,complement(460949..461236),100%,,,,,,,,,,,
NGO_0473,New_annotation_FA1090,"91aa, >lcl|AE004969.1 prot AAW89211.1 462",hypothetical protein,AAW89211.1,complement(461422..461697),100%,,,,,,,,,,,
NGO0473,Old_annotation_FA1090,"91aa, >lcl|NC 002946.2 cdsid YP 207623.1",phage associated protein,YP_207623.1,complement(461422..461697),100%,,,,,,,,,,,
NGO_0474,New_annotation_FA1090,"158aa, >lcl|AE004969.1 prot AAW89212.1 463",hypothetical protein,AAW89212.1,complement(461694..462170),100%,,,,,,,,,,,
NGO0474,Old_annotation_FA1090,"158aa, >lcl|NC 002946.2 cdsid YP 207624.1",phage associated protein,YP_207624.1,complement(461694..462170),100%,,,,,,,,,,,
NGO_0475,New_annotation_FA1090,"66aa, >lcl|AE004969.1 prot AAW89213.1 464",hypothetical protein,AAW89213.1,complement(462203..462403),100%,,,,,,,,,,,
NGO0475,Old_annotation_FA1090,"66aa, >lcl|NC 002946.2 cdsid YP 207625.1",phage associated protein,YP_207625.1,complement(462203..462403),100%,,,,,,,,,,,
NGO_0476,New_annotation_FA1090,"137aa, >lcl|AE004969.1 prot AAW89214.1 465",hypothetical protein,AAW89214.1,complement(462601..463014),100%,,,,,,,,,,,
NGO0476,Old_annotation_FA1090,"137aa, >lcl|NC 002946.2 cdsid YP 207626.1",phage associated protein,YP_207626.1,complement(462601..463014),100%,,,,,,,,,,,
NGO_0477,New_annotation_FA1090,"153aa, >lcl|AE004969.1 prot AAW89215.2 466",hypothetical protein,AAW89215.2,complement(463011..463472),100%,,,,,,,,,,,
NGO0477,Old_annotation_FA1090,"145 aa, >lcl |NC_002946.2_cdsid_YP_207627.1","hypothetical protein, putative phage associated protein",YP_207627.1,complement(463011..463448),<100%,,,,,,,,,,,
NGO_0478,New_annotation_FA1090,"145aa, >lcl|AE004969.1 prot AAW89216.1 467",hypothetical protein,AAW89216.1,complement(463489..463926),100%,,,,,,,,,,,
NGO0478,Old_annotation_FA1090,"145aa, >lcl|NC 002946.2 cdsid YP 207628.1",phage associated protein,YP_207628.1,complement(463489..463926),100%,,,,,,,,,,,
NGO_0479,New_annotation_FA1090,"238aa, >lcl|AE004969.1 prot AAW89217.1 468",Cro/Cl family transcriptional regulator,AAW89217.1,complement(464039..464755),100%,,,,,,,,,,,
NGO0479,Old_annotation_FA1090,"238aa, >lcl|NC 002946.2 cdsid YP 207629.1","lambda repressor protein cI, phage associated protein",YP_207629.1,complement(464039..464755),100%,,,,,,,,,,,
NGO_0480,New_annotation_FA1090,"51aa, >lcl|AE004969.1 prot AAW89218.1 469",hypothetical protein,AAW89218.1,465140..465295,100%,,,,,,,,,,,
NGO0480,Old_annotation_FA1090,"51aa, >lcl|NC 002946.2 cdsid YP 207630.1",phage associated protein,YP_207630.1,465140..465295,100%,,,,,,,,,,,
NGO_0481,New_annotation_FA1090,"62aa, >lcl|AE004969.1 prot AAW89219.1 470",hypothetical protein,AAW89219.1,complement(465272..465460),100%,,,,,,,,,,,
NGO0481,Old_annotation_FA1090,"62aa, >lcl|NC 002946.2 cdsid YP 207631.1",phage associated protein,YP_207631.1,complement(465272..465460),100%,,,,,,,,,,,
NGO_0483,New_annotation_FA1090,"75aa, >lcl|AE004969.1 prot AAW89221.1 471",hypothetical protein,AAW89221.1,465633..465860,100%,,,,,,,,,,,
NGO0483,Old_annotation_FA1090,"75aa, >lcl|NC 002946.2 cdsid YP 207633.1",phage associated protein,YP_207633.1,465633..465860,100%,,,,,,,,,,,
NGO0484,Old_annotation_FA1090,"354aa, >lcl|NC 002946.2 cdsid YP 207634.1",phage associated protein,YP_207634.1,465978..467042,100%,,,,,,,,,,,
NGO_0484,New_annotation_FA1090,"353aa, >lcl|AE004969.1 prot AAW89222.2 472",hypothetical protein,AAW89222.2,465981..467042,100%,,,,,,,,,,,
NGO_0485,New_annotation_FA1090,"453aa, >lcl|AE004969.1 prot AAW89223.1 473",DNA helicase,AAW89223.1,467039..468400,100%,,,,,,,,,,,
NGO0485,Old_annotation_FA1090,"453aa, >lcl|NC 002946.2 cdsid YP 207635.1","replicative DNA helicase, phage associated protein",YP_207635.1,467039..468400,100%,,,,,,,,,,,
NGO_0486,New_annotation_FA1090,"94aa, >lcl|AE004969.1 prot AAW89224.1 474",hypothetical protein,AAW89224.1,468417..468701,100%,,,,,,,,,,,
NGO0486,Old_annotation_FA1090,"94aa, >lcl|NC 002946.2 cdsid YP 207636.1",phage associated protein,YP_207636.1,468417..468701,100%,,,,,,,,,,,
NGO_0487,New_annotation_FA1090,"164aa, >lcl|AE004969.1 prot AAW89225.1 475",hypothetical protein,AAW89225.1,468740..469234,100%,,,,,,,,,,,
NGO0487,Old_annotation_FA1090,"164aa, >lcl|NC 002946.2 cdsid YP 207637.1",phage associated protein,YP_207637.1,468740..469234,100%,,,,,,,,,,,
NGO_0488,New_annotation_FA1090,"49aa, >lcl|AE004969.1 prot AAW89226.1 476",phage associated protein,AAW89226.1,469411..469560,100%,,,,,,,,,,,
NGO0488,Old_annotation_FA1090,"49aa, >lcl|NC 002946.2 cdsid YP 207638.1",phage associated protein,YP_207638.1,469411..469560,100%,,,,,,,,,,,
NGO_02605,New_annotation_FA1090,"93aa, >lcl|AE004969.1 prot AKO63622.1 477",hypothetical protein,AKO63622.1,469589..469870,Present only in new annotation,,,,,,,,,,,
NGO0489,Old_annotation_FA1090,"181 aa, >lcl |NC_002946.2_cdsid_YP_207639.1","hypothetical protein, putative phage associated protein",YP_207639.1,469696..470241,<100%,,,,,,,,,,,
NGO_02610,New_annotation_FA1090,"126aa, >lcl|AE004969.1 prot AKO63623.1 478",crossover junction endodeoxyribonuclease RusA,AKO63623.1,469861..470241,100%,,,,,,,,,,,
NGO_0490,New_annotation_FA1090,"77aa, >lcl|AE004969.1 prot AAW89228.1 479",hypothetical protein,AAW89228.1,470231..470464,100%,,,,,,,,,,,
NGO0490,Old_annotation_FA1090,"77aa, >lcl|NC 002946.2 cdsid YP 207640.1",phage associated protein,YP_207640.1,470231..470464,100%,,,,,,,,,,,
NGO_0491,New_annotation_FA1090,"135aa, >lcl|AE004969.1 prot AAW89229.1 480",phage associated protein,AAW89229.1,470508..470915,100%,,,,,,,,,,,
NGO0491,Old_annotation_FA1090,"135aa, >lcl|NC 002946.2 cdsid YP 207641.1",phage associated protein,YP_207641.1,470508..470915,100%,,,,,,,,,,,
NGO_0492,New_annotation_FA1090,"168aa, >lcl|AE004969.1 prot AAW89230.1 481",hypothetical protein,AAW89230.1,471138..471644,100%,,,,,,,,,,,
NGO0492,Old_annotation_FA1090,"168aa, >lcl|NC 002946.2 cdsid YP 207642.1",phage associated protein,YP_207642.1,471138..471644,100%,,,,,,,,,,,
NGO_0493,New_annotation_FA1090,"73aa, >lcl|AE004969.1 prot AAW89231.1 482",hypothetical protein,AAW89231.1,471965..472186,100%,,,,,,,,,,,
NGO0493,Old_annotation_FA1090,"73aa, >lcl|NC 002946.2 cdsid YP 207643.1",phage associated protein,YP_207643.1,471965..472186,100%,,,,,,,,,,,
NGO_0494,New_annotation_FA1090,"149aa, >lcl|AE004969.1 prot AAW89232.1 483",hypothetical protein,AAW89232.1,472479..472928,100%,,,,,,,,,,,
NGO0494,Old_annotation_FA1090,"149aa, >lcl|NC 002946.2 cdsid YP 207644.1",phage associated protein,YP_207644.1,472479..472928,100%,,,,,,,,,,,
NGO_0495,New_annotation_FA1090,"473aa, >lcl|AE004969.1 prot AAW89233.1 484","phage terminase, large subunit",AAW89233.1,472990..474411,100%,,,,,,,,,,,
NGO0495,Old_annotation_FA1090,"473aa, >lcl|NC 002946.2 cdsid YP 207645.1",phage associated protein,YP_207645.1,472990..474411,100%,,,,,,,,,,,
NGO_0496,New_annotation_FA1090,"715aa, >lcl|AE004969.1 prot AAW89234.1 485","phage head morphogenesis, SPP1 gp7 family domain protein",AAW89234.1,474408..476555,100%,,,,,,,,,,,
NGO0496,Old_annotation_FA1090,"715aa, >lcl|NC 002946.2 cdsid YP 207646.1",phage associated protein,YP_207646.1,474408..476555,100%,,,,,,,,,,,
NGO_0497,New_annotation_FA1090,"385aa, >lcl|AE004969.1 prot AAW89235.1 486",caudovirus prohead protease family protein,AAW89235.1,476623..477780,100%,,,,,,,,,,,
NGO0497,Old_annotation_FA1090,"385aa, >lcl|NC 002946.2 cdsid YP 207647.1",phage associated protein,YP_207647.1,476623..477780,100%,,,,,,,,,,,
NGO_0498,New_annotation_FA1090,"499aa, >lcl|AE004969.1 prot AAW89236.1 487",hypothetical protein,AAW89236.1,477821..479320,100%,,,,,,,,,,,
NGO0498,Old_annotation_FA1090,"499aa, >lcl|NC 002946.2 cdsid YP 207648.1",phage associated protein,YP_207648.1,477821..479320,100%,,,,,,,,,,,
NGO_0499,New_annotation_FA1090,"120aa, >lcl|AE004969.1 prot AAW89237.1 488",hypothetical protein,AAW89237.1,479327..479689,100%,,,,,,,,,,,
NGO0499,Old_annotation_FA1090,"120aa, >lcl|NC 002946.2 cdsid YP 207649.1",phage associated protein,YP_207649.1,479327..479689,100%,,,,,,,,,,,
NGO_0500,New_annotation_FA1090,"176aa, >lcl|AE004969.1 prot AAW89238.1 489",phage gp6-like head-tail connector family protein,AAW89238.1,479692..480222,100%,,,,,,,,,,,
NGO0500,Old_annotation_FA1090,"176aa, >lcl|NC 002946.2 cdsid YP 207650.1",phage associated protein,YP_207650.1,479692..480222,100%,,,,,,,,,,,
NGO_0502,New_annotation_FA1090,"142aa, >lcl|AE004969.1 prot AAW89240.1 490",phage associated protein,AAW89240.1,480699..481127,100%,,,,,,,,,,,
NGO0502,Old_annotation_FA1090,"142aa, >lcl|NC 002946.2 cdsid YP 207652.1",phage associated protein,YP_207652.1,480699..481127,100%,,,,,,,,,,,
NGO_0503,New_annotation_FA1090,"257aa, >lcl|AE004969.1 prot AAW89241.1 491",hypothetical protein,AAW89241.1,481153..481926,100%,,,,,,,,,,,
NGO0503,Old_annotation_FA1090,"257aa, >lcl|NC 002946.2 cdsid YP 207653.1",phage associated protein,YP_207653.1,481153..481926,100%,,,,,,,,,,,
NGO_0504,New_annotation_FA1090,"109aa, >lcl|AE004969.1 prot AAW89242.1 492",hypothetical protein,AAW89242.1,481987..482316,100%,,,,,,,,,,,
NGO0504,Old_annotation_FA1090,"109aa, >lcl|NC 002946.2 cdsid YP 207654.1",phage associated protein,YP_207654.1,481987..482316,100%,,,,,,,,,,,
NGO_0505,New_annotation_FA1090,"88aa, >lcl|AE004969.1 prot AAW89243.1 493",hypothetical protein,AAW89243.1,482328..482594,100%,,,,,,,,,,,
NGO0505,Old_annotation_FA1090,"88aa, >lcl|NC 002946.2 cdsid YP 207655.1",phage associated protein,YP_207655.1,482328..482594,100%,,,,,,,,,,,
NGO_0506,New_annotation_FA1090,"199aa, >lcl|AE004969.1 prot AAW89244.1 494",hypothetical protein,AAW89244.1,482594..483193,100%,,,,,,,,,,,
NGO0506,Old_annotation_FA1090,"199aa, >lcl|NC 002946.2 cdsid YP 207656.1",phage associated protein,YP_207656.1,482594..483193,100%,,,,,,,,,,,
NGO_0507,New_annotation_FA1090,"284aa, >lcl|AE004969.1 prot AAW89245.1 495",hypothetical protein,AAW89245.1,483190..484044,100%,,,,,,,,,,,
NGO0507,Old_annotation_FA1090,"284aa, >lcl|NC 002946.2 cdsid YP 207657.1",phage associated protein,YP_207657.1,483190..484044,100%,,,,,,,,,,,
NGO_0508,New_annotation_FA1090,"143aa, >lcl|AE004969.1 prot AAW89246.1 496",hypothetical protein,AAW89246.1,484046..484477,100%,,,,,,,,,,,
NGO0508,Old_annotation_FA1090,"143aa, >lcl|NC 002946.2 cdsid YP 207658.1",phage associated protein,YP_207658.1,484046..484477,100%,,,,,,,,,,,
NGO_0509,New_annotation_FA1090,"93aa, >lcl|AE004969.1 prot AAW89247.1 497",hypothetical protein,AAW89247.1,complement(484505..484786),100%,,,,,,,,,,,
NGO0509,Old_annotation_FA1090,"93aa, >lcl|NC 002946.2 cdsid YP 207659.1",phage associated protein,YP_207659.1,complement(484505..484786),100%,,,,,,,,,,,
NGO_0510,New_annotation_FA1090,"1381aa, >lcl|AE004969.1 prot AAW89248.1 498",hypothetical protein,AAW89248.1,485026..489171,100%,,,,,,,,,,,
NGO0510,Old_annotation_FA1090,"1381aa, >lcl|NC 002946.2 cdsid YP 207660.1",phage associated protein,YP_207660.1,485026..489171,100%,,,,,,,,,,,
NGO_0511,New_annotation_FA1090,"101aa, >lcl|AE004969.1 prot AAW89249.1 499",phage associated protein,AAW89249.1,489283..489588,100%,,,,,,,,,,,
NGO0511,Old_annotation_FA1090,"101aa, >lcl|NC 002946.2 cdsid YP 207661.1",hypothetical protein,YP_207661.1,489283..489588,100%,,,,,,,,,,,
NGO_0513,New_annotation_FA1090,"156aa, >lcl|AE004969.1 prot AAW89251.1 500",membrane protein,AAW89251.1,489659..490129,100%,,,,,,,,,,,
NGO0513,Old_annotation_FA1090,"156aa, >lcl|NC 002946.2 cdsid YP 207663.1",phage associated protein,YP_207663.1,489659..490129,100%,,,,,,,,,,,
NGO_0514,New_annotation_FA1090,"110aa, >lcl|AE004969.1 prot AAW89252.1 501",hypothetical protein,AAW89252.1,490130..490462,100%,,,,,,,,,,,
NGO0514,Old_annotation_FA1090,"110aa, >lcl|NC 002946.2 cdsid YP 207664.1",phage associated protein,YP_207664.1,490130..490462,100%,,,,,,,,,,,
NGO_0515,New_annotation_FA1090,"77aa, >lcl|AE004969.1 prot AAW89253.1 502",hypothetical protein,AAW89253.1,complement(490591..490824),100%,,,,,,,,,,,
NGO0515,Old_annotation_FA1090,"77aa, >lcl|NC 002946.2 cdsid YP 207665.1",phage associated protein,YP_207665.1,complement(490591..490824),100%,,,,,,,,,,,
NGO_0516,New_annotation_FA1090,"115aa, >lcl|AE004969.1 prot AAW89254.1 503",growth inhibitor PemK,AAW89254.1,complement(490832..491179),100%,,,,,,,,,,,
NGO0516,Old_annotation_FA1090,"115aa, >lcl|NC 002946.2 cdsid YP 207666.1",plasmid stable inheritance protein phage associated protein,YP_207666.1,complement(490832..491179),100%,,,,,,,,,,,
NGO_0517,New_annotation_FA1090,"78aa, >lcl|AE004969.1 prot AAW89255.1 504",multidrug transporter MatE,AAW89255.1,complement(491179..491415),100%,,,,,,,,,,,
NGO0517,Old_annotation_FA1090,"78aa, >lcl|NC 002946.2 cdsid YP 207667.1","pemI-like protein (PemI), phage associated protein",YP_207667.1,complement(491179..491415),100%,,,,,,,,,,,
NGO_0518,New_annotation_FA1090,"179aa, >lcl|AE004969.1 prot AAW89256.1 505",hypothetical protein,AAW89256.1,491622..492161,100%,,,,,,,,,,,
NGO0518,Old_annotation_FA1090,"179aa, >lcl|NC 002946.2 cdsid YP 207668.1",phage associated protein,YP_207668.1,491622..492161,100%,,,,,,,,,,,
NGO_0519,New_annotation_FA1090,"114aa, >lcl|AE004969.1 prot AAW89257.1 506",phage associated protein,AAW89257.1,492162..492506,100%,,,,,,,,,,,
NGO0519,Old_annotation_FA1090,"114aa, >lcl|NC 002946.2 cdsid YP 207669.1",phage associated protein,YP_207669.1,492162..492506,100%,,,,,,,,,,,
NGO_0521,New_annotation_FA1090,"49aa, >lcl|AE004969.1 prot AAW89259.1 507",hypothetical protein,AAW89259.1,493004..493153,100%,,,,,,,,,,,
NGO0521,Old_annotation_FA1090,"49aa, >lcl|NC 002946.2 cdsid YP 207671.1",phage associated protein,YP_207671.1,493004..493153,100%,,,,,,,,,,,
NGO_0522,New_annotation_FA1090,"1015aa, >lcl|AE004969.1 prot AAW89260.1 508",tail protein,AAW89260.1,493183..496230,100%,,,,,,,,,,,
NGO0522,Old_annotation_FA1090,"1015aa, >lcl|NC 002946.2 cdsid YP 207672.1","tail length tape measure protein, phage associated protein",YP_207672.1,493183..496230,100%,,,,,,,,,,,
NGO_0523,New_annotation_FA1090,"159aa, >lcl|AE004969.1 prot AAW89261.1 509",membrane protein,AAW89261.1,complement(496290..496769),100%,,,,,,,,,,,
NGO0523,Old_annotation_FA1090,"159aa, >lcl|NC 002946.2 cdsid YP 207673.1",phage associated protein,YP_207673.1,complement(496290..496769),100%,,,,,,,,,,,
NGO_0524,New_annotation_FA1090,"329aa, >lcl|AE004969.1 prot AAW89262.1 510",integrase,AAW89262.1,complement(497111..498100),100%,,,,,,,,,,,
NGO0524,Old_annotation_FA1090,"329aa, >lcl|NC 002946.2 cdsid YP 207674.1",integrase,YP_207674.1,complement(497111..498100),100%,,,,,,,,,,,
NGO_0525,New_annotation_FA1090,"62aa, >lcl|AE004969.1 prot AAW89263.1 511",hypothetical protein,AAW89263.1,complement(498360..498548),100%,,,,,,,,,,,
NGO0525,Old_annotation_FA1090,"62aa, >lcl|NC 002946.2 cdsid YP 207675.1",hypothetical protein,YP_207675.1,complement(498360..498548),100%,,,,,,,,,,,
NGO_0526,New_annotation_FA1090,"344aa, >lcl|AE004969.1 prot AAW89264.1 512",phosphoribosylaminoimidazole synthetase,AAW89264.1,498789..499823,100%,,,,,,,,,,,
NGO0526,Old_annotation_FA1090,"344aa, >lcl|NC 002946.2 cdsid YP 207676.1",phosphoribosylaminoimidazole synthetase,YP_207676.1,498789..499823,100%,,,,,,,,,,,
NGO_0528,New_annotation_FA1090,"217aa, >lcl|AE004969.1 prot AAW89266.1 513",transposase,AAW89266.1,500821..501474,100%,,,,,,,,,,,
NGO0528,Old_annotation_FA1090,"217aa, >lcl|NC 002946.2 cdsid YP 207678.1",IS1016 transposase,YP_207678.1,500821..501474,100%,,,,,,,,,,,
NGO_0529,New_annotation_FA1090,"675aa, >lcl|AE004969.1 prot AAW89267.2 514",transporter,AAW89267.2,501608..503635,100%,,,,,,,,,,,
NGO0529,Old_annotation_FA1090,"660aa, >lcl|NC 002946.2 cdsid YP 207679.1",high-affinity choline transport protein,YP_207679.1,501653..503635,100%,,,,,,,,,,,
NGO_0530,New_annotation_FA1090,"517aa, >lcl|AE004969.1 prot AAW89268.1 515",long-chain fatty acid--CoA ligase,AAW89268.1,complement(503725..505278),100%,,,,,,,,,,,
NGO0530,Old_annotation_FA1090,"517aa, >lcl|NC 002946.2 cdsid YP 207680.1",long-chain-fatty-acid--CoA ligase,YP_207680.1,complement(503725..505278),100%,,,,,,,,,,,
NGO_0531,New_annotation_FA1090,"51aa, >lcl|AE004969.1 prot AAW89269.1 516",hypothetical protein,AAW89269.1,505291..505446,100%,,,,,,,,,,,
